time,t1:pitch,t1:roll,t1:gyrx,t1:gyry,t1:gyrz,t2:pitch,t2:roll,t2:gyrx,t2:gyry,t2:gyrz,k1:pitch,k1:roll,k1:gyrx,k1:gyry,k1:gyrz,k2:pitch,k2:roll,k2:gyrx,k2:gyry,k2:gyrz,W:pitch,W:roll,W:gyrx,W:gyry,W:gyrz,B:pitch,B:roll,B:gyrx,B:gyry,B:gyrz
0.288,-3.1663867233097673,1.6861084883119355,0.022900763358778626,0.007633587786259542,0.0,28.79641988410921,21.832801356092194,0.0,-0.0,0.007633587786259542,-5.3911383033544,24.532890572771958,0.0,-0.0,0.0,26.99902673298325,19.498767182428516,-0.1450381679389313,-0.11450381679389313,0.0,0.0,0.0,0.0,0.0,0.0,50.82,68.22,-4.0,-1.0,-2.0,
0.327,-5.857815438123069,3.119300703377081,0.022900763358778626,0.007633587786259542,0.0,53.19127594725771,40.26692179863982,0.0,0.007633587786259542,0.0,-9.973605861205641,45.38584755962812,0.0,-0.0,0.0,49.94819945601901,36.07271928749276,-0.1450381679389313,-0.11450381679389313,0.0,0.0,0.0,0.0,0.0,0.0,55.56,74.51,-4.0,0.0,0.0,
0.365,-8.145529845714377,4.337514086182454,0.022900763358778626,0.007633587786259542,0.0,73.92690360093394,55.93592417480531,0.0,0.007633587786259542,0.0,-13.827631326276897,63.085868458052886,0.0,-0.007633587786259542,0.0,69.4549962705994,50.16057857679736,-0.1450381679389313,-0.11450381679389313,0.0,0.0,0.0,0.0,0.0,0.0,59.55,79.79,-3.0,-1.0,0.0,
0.403,-10.049574725947267,5.330529580999074,0.022900763358778626,-0.007633587786259542,0.007633587786259542,91.55218710655873,69.25457619454596,0.0,0.007633587786259542,0.0,-17.103552971587465,78.13088622171394,0.0,-0.007633587786259542,0.0,86.03577356299274,62.135258972706275,-0.1450381679389313,-0.11450381679389313,0.0,0.0,0.0,0.0,0.0,0.0,62.81,84.25,-3.0,-1.0,-1.0,
0.441,-11.668012874145225,6.174592751593201,0.022900763358778626,-0.007633587786259542,0.007633587786259542,106.5336780863398,80.57543041132553,0.0,0.007633587786259542,0.0,-19.92302749346105,90.92931833766616,0.0,-0.0,0.0,100.12943426152708,72.31373730922886,-0.1450381679389313,-0.11450381679389313,0.0,0.0,0.0,0.0,0.0,0.0,65.61,88.12,-3.0,0.0,-1.0,
0.479,-13.043685300113488,6.892046446598208,0.022900763358778626,-0.007633587786259542,0.007633587786259542,119.2679454191537,90.19815649558815,0.0,0.007633587786259542,0.0,-22.368953960649378,101.81251985757228,0.0,-0.007633587786259542,0.0,112.10904585528127,80.96544389527304,-0.1450381679389313,-0.11450381679389313,0.0,0.0,0.0,0.0,0.0,0.0,68.02,91.37,-4.0,0.0,-1.0,
0.517,-14.213006862186512,7.501882087352464,0.022900763358778626,-0.007633587786259542,0.007633587786259542,130.09207265204554,98.37747366721138,0.0,0.007633587786259542,0.0,-24.447991457759457,111.06324114949248,0.0,-0.007633587786259542,0.0,122.31857301922386,88.35319643084354,-0.1450381679389313,-0.11450381679389313,0.0,120.0,106.0,-2.0,-7.0,0.0,70.08,94.17,-4.0,0.0,0.0,
0.556,-15.206930189948583,8.020242381993583,0.022900763358778626,-0.007633587786259542,0.007633587786259542,139.29258080000358,105.32989326309112,0.0,0.007633587786259542,0.0,-26.215173330303024,118.92635424762466,0.0,-0.007633587786259542,0.0,130.99667110857507,94.63278608607847,-0.1450381679389313,-0.11450381679389313,0.0,120.0,106.0,-2.0,-7.0,0.0,71.86,96.56,-4.0,0.0,0.0,
0.595,-16.05176501854634,8.460848632438532,0.022900763358778626,-0.007633587786259542,0.007633587786259542,147.1130127257679,111.2394499195889,0.0,0.007633587786259542,0.0,-27.717277921965056,125.610000381037,0.0,-0.007633587786259542,0.0,138.3730544845236,99.97043729302816,-0.1450381679389313,-0.11450381679389313,0.0,120.0,106.0,-2.0,-6.0,0.0,73.4,98.53,-3.0,0.0,-1.0,
0.633,-16.769874622854438,8.83536394531674,0.022900763358778626,-0.007633587786259542,0.007633587786259542,153.79424820279198,116.3593627627684,0.0,-0.0,0.0,-28.994066824877784,131.2910995944375,0.0,-0.007633587786259542,0.0,144.64298035407984,104.5074408189354,-0.1450381679389313,-0.11450381679389313,0.0,120.0,106.0,-2.0,-6.0,0.0,74.59,100.27,-4.0,-1.0,-1.0,
