time,t1:pitch,t1:roll,t1:gyrx,t1:gyry,t1:gyrz,t2:pitch,t2:roll,t2:gyrx,t2:gyry,t2:gyrz,k1:pitch,k1:roll,k1:gyrx,k1:gyry,k1:gyrz,k2:pitch,k2:roll,k2:gyrx,k2:gyry,k2:gyrz,W:pitch,W:roll,W:gyrx,W:gyry,W:gyrz,B:pitch,B:roll,B:gyrx,B:gyry,B:gyrz
0.28500000000000003,13.5,13.5,0.0,-0.0,0.0,13.5,13.5,0.0,-0.0,0.0,-10.180350408512554,24.923556314615755,0.015267175572519083,-0.0,-0.05343511450381679,27.000648870387828,19.497729014489586,-0.26717557251908397,0.07633587786259542,0.015267175572519083,89.0,89.0,0.0,0.0,0.0,44.33,60.94,-4.0,0.0,1.0,
0.32,24.975,24.975,0.0,-0.0,0.0,38.762663542774575,31.64926348401257,0.0,0.015267175572519083,0.007633587786259542,-18.833648255748223,46.10857918203915,0.015267175572519083,-0.0,-0.05343511450381679,49.95120041021748,36.07079867680574,-0.26717557251908397,0.07633587786259542,0.015267175572519083,89.0,89.0,0.0,0.0,0.0,48.65,66.61,-4.0,2.0,-2.0,
0.356,34.728750000000005,34.728750000000005,0.0,-0.0,0.0,60.23592755413297,47.07613744542326,0.0,0.015267175572519083,0.007633587786259542,-26.188951425898544,64.11584861934904,0.015267175572519083,-0.0,-0.05343511450381679,69.45916921907269,50.157907889774464,-0.26717557251908397,0.07633587786259542,0.015267175572519083,89.0,89.0,0.0,0.0,0.0,51.95,71.13,-3.0,-1.0,0.0,
0.393,43.0194375,43.0194375,0.0,-0.0,0.0,78.4882019637876,60.188980312622334,0.0,0.015267175572519083,0.007633587786259542,-32.37545569289944,79.47533140561333,0.0,-0.0,0.015267175572519083,86.04094270659962,62.13195072079788,-0.26717557251908397,0.07633587786259542,0.015267175572519083,89.0,89.0,0.0,0.0,0.0,54.92,75.49,-4.0,1.0,-1.0,
0.43,50.066521875,50.066521875,0.0,-0.0,0.0,93.64497055115851,70.48199830318853,-0.007633587786259542,-0.015267175572519083,-0.007633587786259542,-37.63398431985021,92.53089177393797,0.0,-0.0,0.015267175572519083,100.1354501709975,72.30988712716778,-0.26717557251908397,0.07633587786259542,0.015267175572519083,89.0,89.0,0.0,0.0,0.0,57.22,78.72,-4.0,-4.0,0.0,
0.46599999999999997,56.05654359375,56.05654359375,0.0,-0.0,0.0,106.52822385042376,79.2310635951698,-0.007633587786259542,-0.015267175572519083,-0.007633587786259542,-42.05329275653419,103.54351557823637,0.007633587786259542,0.007633587786259542,-0.007633587786259542,112.1157815157357,80.9611330725822,-0.26717557251908397,0.07633587786259542,0.015267175572519083,89.0,89.0,0.0,0.0,0.0,59.41,81.87,-3.0,5.0,1.0,
0.503,46.952022144985634,70.46589772003419,0.030534351145038167,-0.0,0.0,117.47898915479922,86.66776909335388,-0.007633587786259542,-0.015267175572519083,-0.007633587786259542,-45.80970492771558,112.90424581189001,0.007633587786259542,0.007633587786259542,-0.007633587786259542,122.29906315876318,88.31469212618445,-0.26717557251908397,0.07633587786259542,0.015267175572519083,89.0,89.0,0.0,0.0,0.0,61.21,84.21,-4.0,-7.0,0.0,
0.5409999999999999,39.21317891353592,82.71384872737576,0.030534351145038167,-0.0,0.0,126.89215471092129,93.26374190795424,0.007633587786259542,0.03816793893129771,0.015267175572519083,-49.00265527321976,120.86086651049561,0.007633587786259542,0.007633587786259542,-0.007633587786259542,130.95485255533652,94.56521732174637,-0.26717557251908397,0.07633587786259542,0.015267175572519083,89.0,89.0,0.0,0.0,0.0,62.81,86.31,-4.0,8.0,0.0,
0.5800000000000001,32.42613290396003,93.13815236296885,0.007633587786259542,0.007633587786259542,0.0,134.89334543362506,98.87031880036454,0.007633587786259542,0.03816793893129771,0.015267175572519083,-51.716663066898306,127.62399410431038,0.007633587786259542,0.007633587786259542,-0.007633587786259542,138.31227354242384,99.878163737974,-0.26717557251908397,0.07633587786259542,0.015267175572519083,89.0,89.0,0.0,0.0,0.0,64.19,88.21,-5.0,0.0,0.0,
0.617,26.657143795820524,101.99881045322299,0.007633587786259542,0.007633587786259542,0.0,141.76327452678248,103.79001602981242,0.015267175572519083,0.04580152671755725,0.0,-54.023569691525076,133.37265255905294,0.007633587786259542,0.007633587786259542,-0.007633587786259542,144.56608138144807,104.39416819176749,-0.26717557251908397,0.07633587786259542,0.015267175572519083,89.0,89.0,0.0,0.0,0.0,65.26,89.61,-3.0,0.0,1.0,
