time,t1:pitch,t1:roll,t1:gyrx,t1:gyry,t1:gyrz,t2:pitch,t2:roll,t2:gyrx,t2:gyry,t2:gyrz,k1:pitch,k1:roll,k1:gyrx,k1:gyry,k1:gyrz,k2:pitch,k2:roll,k2:gyrx,k2:gyry,k2:gyrz,W:pitch,W:roll,W:gyrx,W:gyry,W:gyrz,B:pitch,B:roll,B:gyrx,B:gyry,B:gyrz
1.771,7.326060486335877,93.36662041007997,-0.030534351145038167,0.4732824427480916,0.22900763358778625,172.0034528770547,105.47129511457779,0.0,0.007633587786259542,0.0,-64.03023827981939,167.28448983113634,-0.007633587786259542,-0.03816793893129771,0.03816793893129771,179.7317413163337,129.80108368071654,-0.061068702290076333,0.06870229007633588,0.17557251908396945,0.0,0.0,0.0,0.0,0.0,65.96,92.41,-3.0,-2.0,1.0,
1.808,7.344341689880424,93.38179452912695,-0.030534351145038167,0.4732824427480916,0.22900763358778625,172.03238505628946,105.49288038719527,0.0,0.007633587786259542,0.0,-63.98764134852393,167.28647060793153,-0.007633587786259542,-0.03816793893129771,0.03816793893129771,179.77236944728676,129.83040205149558,-0.061068702290076333,0.04580152671755725,0.17557251908396945,0.0,0.0,0.0,0.0,0.0,65.96,92.37,-3.0,1.0,0.0,
1.846,7.216065553728116,93.79378670630682,-0.015267175572519083,0.4580152671755725,0.25190839694656486,172.056977408639,105.51122786892013,0.0,0.007633587786259542,0.0,-63.9514339569228,167.28815426820745,-0.007633587786259542,-0.03816793893129771,0.03816793893129771,179.80690335859686,129.85532266665777,-0.061068702290076333,0.04580152671755725,0.17557251908396945,0.0,0.0,0.0,0.0,0.0,66.07,92.53,-5.0,1.0,-1.0,
1.884,6.990012817844282,94.42995729979401,-0.03816793893129771,0.48091603053435117,0.1984732824427481,172.0778809081361,105.52682322838626,0.0,0.007633587786259542,0.0,-63.920657674061836,167.28958537944197,-0.007633587786259542,-0.03816793893129771,0.03816793893129771,179.83625718321042,129.87650518954564,-0.061068702290076333,0.04580152671755725,0.17557251908396945,0.0,0.0,0.0,0.0,0.0,66.23,92.6,-5.0,1.0,-4.0,
1.922,6.797867992343023,94.97070230425813,-0.03816793893129771,0.48091603053435117,0.1984732824427481,172.09564888270864,105.54007928393247,0.0,0.007633587786259542,0.0,-63.89449783363002,167.29080182399133,-0.007633587786259542,-0.03816793893129771,0.03816793893129771,179.86120793413195,129.89444544850414,-0.06870229007633588,0.04580152671755725,0.17557251908396945,0.0,0.0,0.0,0.0,0.0,66.34,92.74,-6.0,5.0,-5.0,
1.96,6.634544890666953,95.43033555805263,-0.03816793893129771,0.48091603053435117,0.1984732824427481,172.1107516610953,105.55134693114675,0.0,0.007633587786259542,0.0,-63.87226196926297,167.29183580185827,-0.007633587786259542,-0.03816793893129771,0.03816793893129771,179.88235118691907,129.90975955411506,-0.061068702290076333,0.03816793893129771,0.17557251908396945,0.0,0.0,0.0,0.0,0.0,66.53,92.82,-4.0,8.0,-7.0,
1.998,6.495720254242293,95.82102382377796,-0.03816793893129771,0.48091603053435117,0.1984732824427481,172.12358902272396,105.56092443127889,0.0,0.007633587786259542,0.0,-63.85336148455098,167.29271468304518,-0.007633587786259542,-0.03816793893129771,0.03816793893129771,179.90025806629194,129.92284142938053,-0.05343511450381679,0.030534351145038167,0.19083969465648856,0.0,0.0,0.0,0.0,0.0,66.67,92.7,-2.0,9.0,-11.0,
2.036,6.377719313281333,96.1531088496445,-0.03816793893129771,0.48091603053435117,0.1984732824427481,172.28588264014442,105.96563406427494,0.007633587786259542,-0.0,0.0,-63.83729607254579,167.29346173205406,-0.007633587786259542,-0.03816793893129771,0.03816793893129771,179.91547891375888,129.93396102335618,-0.05343511450381679,0.030534351145038167,0.19083969465648856,0.0,0.0,0.0,0.0,0.0,66.14,92.35,-7.0,-23.0,4.0,
2.074,6.191828879855782,96.1345137214281,-0.03816793893129771,0.5114503816793893,0.21374045801526717,172.4238322149518,106.30963725232158,0.007633587786259542,-0.0,0.0,-63.82364047234138,167.2940967237116,-0.007633587786259542,-0.03816793893129771,0.03816793893129771,179.9284166341058,129.94341267823546,-0.05343511450381679,0.030534351145038167,0.19083969465648856,0.0,0.0,0.0,0.0,0.0,66.27,92.1,-8.0,-6.0,1.0,
2.112,6.033822011444064,96.11870786244418,-0.03816793893129771,0.5114503816793893,0.21374045801526717,172.5497197861148,106.54266140333304,0.0,-0.0,0.0,-63.812033212167634,167.29463646662052,-0.007633587786259542,-0.03816793893129771,0.03816793893129771,179.93941369640066,129.95144658488286,-0.05343511450381679,0.030534351145038167,0.19083969465648856,0.0,0.0,0.0,0.0,0.0,66.22,91.84,-9.0,-12.0,8.0,
2.149,5.899516173294104,96.10527288230784,-0.03816793893129771,0.5114503816793893,0.21374045801526717,172.60390107756348,106.62710066047913,0.0,-0.0,0.007633587786259542,-63.80216704101995,167.2950952480931,-0.007633587786259542,-0.03816793893129771,0.03816793893129771,179.94876119935128,129.95827540553313,-0.05343511450381679,0.030534351145038167,0.19083969465648856,0.0,0.0,0.0,0.0,0.0,66.25,91.62,-5.0,-5.0,1.0,
2.1870000000000003,5.785356210866637,96.09385314919196,-0.03816793893129771,0.5114503816793893,0.21374045801526717,172.6825121100767,106.38625082596019,-0.007633587786259542,-0.0,0.015267175572519083,-63.793780795544414,167.2954852123448,-0.007633587786259542,-0.03816793893129771,0.03816793893129771,179.95670657685932,129.96407990308586,-0.05343511450381679,0.030534351145038167,0.19083969465648856,0.0,0.0,0.0,0.0,0.0,66.28,91.69,-4.0,-8.0,3.0,
2.225,5.68832024280329,96.08414637604345,-0.03816793893129771,0.5114503816793893,0.21374045801526717,172.7493314877129,106.1815284666191,-0.007633587786259542,-0.0,0.015267175572519083,-63.78665248689021,167.29581668195874,-0.007633587786259542,-0.03816793893129771,0.03816793893129771,179.96313572026025,129.96881906951717,-0.07633587786259542,-0.007633587786259542,0.19083969465648856,0.0,0.0,0.0,0.0,0.0,66.16,91.93,-5.0,-11.0,2.0,
2.263,5.605839669949446,96.07589561886722,-0.03816793893129771,0.5114503816793893,0.21374045801526717,172.8061279587037,106.00751446117917,-0.007633587786259542,-0.0,0.015267175572519083,-63.884312715588905,167.31901116714852,0.0,-0.0,0.0,179.96860049215104,129.97284736098376,-0.07633587786259542,-0.007633587786259542,0.19083969465648856,0.0,0.0,0.0,0.0,0.0,65.8,92.08,-4.0,-7.0,2.0,
2.301,5.535731183023678,96.06888247526743,-0.03816793893129771,0.5114503816793893,0.21374045801526717,172.8544049590459,105.85960255655523,-0.007633587786259542,-0.0,0.015267175572519083,-63.88402273311875,167.32094870760116,-0.007633587786259542,-0.007633587786259542,0.0,179.9732455482582,129.97627140873038,-0.07633587786259542,-0.007633587786259542,0.19083969465648856,0.0,0.0,0.0,0.0,0.0,65.66,92.3,-3.0,-2.0,0.0,
2.339,5.476138969136776,96.0629213032076,-0.03816793893129771,0.5114503816793893,0.21374045801526717,172.89544040933674,105.73387743762488,-0.007633587786259542,-0.0,0.015267175572519083,-64.13284236162569,167.32928240270084,-0.007633587786259542,-0.015267175572519083,0.04580152671755725,179.9771938459493,129.979181849315,-0.07633587786259542,-0.007633587786259542,0.19083969465648856,0.0,0.0,0.0,0.0,0.0,65.74,92.48,-5.0,6.0,-4.0,
2.377,5.589452851909215,96.14871626425119,-0.022900763358778626,0.4961832061068702,0.22900763358778625,172.93032054208396,105.62701108653408,-0.007633587786259542,-0.0,0.015267175572519083,-64.3443390458566,167.33636604353558,-0.007633587786259542,-0.015267175572519083,0.04580152671755725,179.98054989898674,129.98165572381194,-0.07633587786259542,-0.007633587786259542,0.19083969465648856,0.0,0.0,0.0,0.0,0.0,65.59,92.43,-6.0,0.0,-2.0,
2.415,5.685769652265788,96.22164198113823,-0.022900763358778626,0.4961832061068702,0.22900763358778625,172.87488077345537,105.68817340306596,-0.015267175572519083,-0.007633587786259542,-0.015267175572519083,-64.52411122745286,167.3423871382451,-0.007633587786259542,-0.015267175572519083,0.04580152671755725,179.98340254406855,129.98375851713433,-0.07633587786259542,-0.007633587786259542,0.19083969465648856,0.0,0.0,0.0,0.0,0.0,65.63,92.44,-5.0,4.0,-4.0,
2.453,5.767638932568875,96.28362884049223,-0.022900763358778626,0.4961832061068702,0.22900763358778625,172.82775697012107,105.74016137211805,-0.015267175572519083,-0.007633587786259542,-0.015267175572519083,-64.47877216319785,167.3482228411903,-0.007633587786259542,-0.030534351145038167,0.007633587786259542,179.98582729238808,129.98554589145834,-0.07633587786259542,-0.007633587786259542,0.19083969465648856,0.0,0.0,0.0,0.0,0.0,65.8,92.31,-5.0,9.0,-7.0,
2.49,5.8372278208265,96.33631767094312,-0.022900763358778626,0.4961832061068702,0.22900763358778625,172.7877017372869,105.78435114581234,-0.015267175572519083,-0.007633587786259542,-0.015267175572519083,-64.58919922363536,167.34129621262196,-0.015267175572519083,-0.03816793893129771,0.03816793893129771,179.9878883284597,129.98706515963377,-0.07633587786259542,-0.007633587786259542,0.19083969465648856,0.0,0.0,0.0,0.0,0.0,65.87,92.19,-4.0,5.0,-3.0,
2.529,5.89637837584548,96.38110317682637,-0.022900763358778626,0.4961832061068702,0.22900763358778625,172.75365478937786,105.82191245345247,-0.015267175572519083,-0.007633587786259542,-0.015267175572519083,-64.94233513242608,167.35159051541123,-0.030534351145038167,-0.06870229007633588,0.05343511450381679,179.98964020912055,129.9883565375829,-0.07633587786259542,-0.007633587786259542,0.19083969465648856,0.0,0.0,0.0,0.0,0.0,65.94,92.17,-4.0,3.0,-3.0,
2.567,5.876923476963262,96.09327617244365,-0.015267175572519083,0.46564885496183206,0.22137404580152673,172.7247148836552,105.85383956494658,-0.015267175572519083,-0.007633587786259542,-0.015267175572519083,-65.2425006548982,167.36034067278212,-0.030534351145038167,-0.06870229007633588,0.05343511450381679,179.9911293076823,129.98945420883962,-0.07633587786259542,-0.007633587786259542,0.19083969465648856,0.0,0.0,0.0,0.0,0.0,66.1,91.98,-6.0,4.0,-4.0,
