time,pitch,roll,gyrx,gyry,gyrz,f1,f2,f3,f4,f5,f6,f7,g1,g2,g3
0.35,54.3,25.66,-52.0,9.0,14.0,0,0,0,0,0,0,0,0.20,0.00,0.39,
0.363,62.877,27.703,-62.0,19.0,13.0,0,0,0,0,0,0,0,0.29,0.00,0.29,
0.376,69.9807,30.400299999999998,-68.0,27.0,17.0,0,0,0,0,0,0,0,0.29,0.00,0.20,
0.39,76.61307,32.884029999999996,-72.0,31.0,21.0,0,0,0,0,0,0,0,0.20,0.00,0.20,
0.404,82.757307,35.472403,-71.0,21.0,22.0,0,0,0,0,0,0,0,0.20,0.00,0.10,
0.417,88.2587307,37.6302403,-67.0,16.0,21.0,0,0,0,0,0,0,0,0.20,0.00,0.20,
0.431,92.03987307,39.66402403,-57.0,1.0,21.0,0,0,0,0,0,0,0,0.10,0.00,0.39,
0.445,95.315987307,40.830402403,-45.0,0.0,18.0,0,0,0,0,0,0,0,0.10,0.00,0.39,
0.458,97.9745987307,41.640040240299996,-37.0,4.0,13.0,0,0,0,0,0,0,0,0.10,0.00,0.49,
0.472,100.40945987307,42.207004024030006,-36.0,8.0,10.0,0,0,0,0,0,0,0,0.29,0.00,0.49,
0.485,103.010945987307,42.371700402403,-40.0,8.0,10.0,0,0,0,0,0,0,0,0.29,0.00,0.49,
0.499,104.9630945987307,42.577170040240304,-45.0,3.0,15.0,0,0,0,0,0,0,0,0.29,0.00,0.49,
0.513,106.24730945987307,42.939717004024025,-47.0,1.0,18.0,0,0,0,0,0,0,0,0.29,0.00,0.49,
0.526,106.85273094598732,43.731971700402404,-44.0,0.0,19.0,0,0,0,0,0,0,0,0.29,0.00,0.49,
0.54,107.44427309459873,44.729197170040244,-38.0,0.0,22.0,0,0,0,0,0,0,0,0.20,0.00,0.49,
0.553,108.13342730945986,45.31491971700403,-30.0,0.0,21.0,0,0,0,0,0,0,0,0.20,0.00,0.69,
0.567,108.418342730946,45.31049197170041,-23.0,0.0,20.0,0,0,0,0,0,0,0,0.10,0.00,0.69,
0.58,108.0688342730946,44.89604919717004,-17.0,-2.0,15.0,0,0,0,0,0,0,0,0.10,0.00,0.59,
0.594,106.82788342730946,44.890604919717006,-15.0,-3.0,12.0,0,0,0,0,0,0,0,0.10,0.00,0.59,
0.608,105.47078834273094,45.0790604919717,-13.0,-1.0,12.0,0,0,0,0,0,0,0,0.20,0.00,0.69,
0.621,105.2720788342731,44.89990604919717,-9.0,-6.0,9.0,0,0,0,0,0,0,0,0.10,0.00,0.69,
0.634,105.45920788342731,44.43199060491972,-6.0,-6.0,3.0,0,0,0,0,0,0,0,0.00,0.00,0.69,
0.648,104.66792078834273,44.20519906049197,-4.0,-5.0,-2.0,0,0,0,0,0,0,0,0.00,0.00,0.69,
0.662,104.20179207883429,43.96651990604919,-2.0,-2.0,-5.0,0,0,0,0,0,0,0,0.00,0.00,0.69,
0.675,104.45217920788343,43.24065199060492,0.0,-1.0,-7.0,0,0,0,0,0,0,0,0.00,0.00,0.69,
0.689,105.48521792078833,42.42106519906049,4.0,-5.0,-11.0,0,0,0,0,0,0,0,0.10,0.00,0.78,
0.703,106.68652179207882,41.88010651990605,6.0,-10.0,-14.0,0,0,0,0,0,0,0,0.10,0.00,0.69,
0.716,107.88665217920789,41.6910106519906,7.0,-12.0,-11.0,0,0,0,0,0,0,0,0.20,0.00,0.49,
0.73,108.56466521792078,41.67210106519906,9.0,-9.0,-6.0,0,0,0,0,0,0,0,0.20,0.00,0.49,
0.744,109.38846652179208,41.508210106519904,10.0,-6.0,-3.0,0,0,0,0,0,0,0,0.20,0.00,0.49,
0.757,110.71284665217921,40.81682101065199,10.0,-3.0,0.0,0,0,0,0,0,0,0,0.29,0.00,0.39,
0.771,111.92528466521792,40.0096821010652,9.0,-7.0,0.0,0,0,0,0,0,0,0,0.39,0.00,0.39,
0.784,112.9375284665218,39.36196821010652,7.0,-8.0,0.0,0,0,0,0,0,0,0,0.29,0.00,0.39,
0.797,113.76775284665219,38.93719682101066,5.0,-6.0,0.0,0,0,0,0,0,0,0,0.29,0.00,0.39,
0.812,114.30977528466522,38.606719682101065,5.0,-3.0,0.0,0,0,0,0,0,0,0,0.20,0.00,0.39,
0.825,114.88597752846651,38.40267196821011,7.0,-1.0,-2.0,0,0,0,0,0,0,0,0.29,0.00,0.49,
0.838,115.41159775284665,38.058267196821014,9.0,1.0,-3.0,0,0,0,0,0,0,0,0.20,0.00,0.49,
0.851,115.59915977528468,37.5918267196821,9.0,1.0,-2.0,0,0,0,0,0,0,0,0.20,0.00,0.49,
0.865,115.50991597752846,37.25718267196821,8.0,1.0,-2.0,0,0,0,0,0,0,0,0.29,0.00,0.39,
